,Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue ID,Distance to Station,Rating,Likes
192,MBTA Kendall/MIT Station,42.362407442439554,-71.0856606913115,Kendall Hotel,42.36248993821082,-71.08706558249163,Hotel,4b788bd9f964a520dad52ee3,116.09566332138895,7.8,41
193,MBTA Kendall/MIT Station,42.362407442439554,-71.0856606913115,Area Four,42.363096348538136,-71.0921853436009,Pizza Place,4dd177b8d164679b8d479c91,542.9114693562738,8.9,584
194,MBTA Kendall/MIT Station,42.362407442439554,-71.0856606913115,Kendall Square Community Ice Skating,42.36437947306586,-71.08163109099984,Skating Rink,4b2ac075f964a520ebae24e3,397.7120504401212,8.1,15
195,MBTA Kendall/MIT Station,42.362407442439554,-71.0856606913115,Mamaleh's,42.36593318672874,-71.09118017954349,Jewish Restaurant,578119e5498e62d446558039,600.0949605352022,9.0,156
196,MBTA Kendall/MIT Station,42.362407442439554,-71.0856606913115,Aceituna Cafe,42.3642265957289,-71.08200601751041,Mediterranean Restaurant,4a71ca98f964a52085d91fe3,362.5916417531407,7.9,134
197,MBTA Kendall/MIT Station,42.362407442439554,-71.0856606913115,MIT Alumni Pool/Wang Fitness Center (Building 57),42.36120986292247,-71.090418000125,College Gym,4afb530af964a520f91c22e3,413.8679216345126,8.0,20
198,MBTA Kendall/MIT Station,42.362407442439554,-71.0856606913115,Commonwealth,42.36330630462683,-71.08266834504926,New American Restaurant,52792ebb498e254814bf817f,265.9582323061739,7.7,154
199,MBTA Kendall/MIT Station,42.362407442439554,-71.0856606913115,Technology Square,42.36344681738895,-71.09225898757485,Park,4c335322ac0ab71301b81c1e,555.6827774242308,8.4,19
200,MBTA Blue Line,42.3744225311181,-71.03014567998002,East Boston YMCA,42.37363202393959,-71.0330694834079,Gym,4acf0fbcf964a52059d220e3,256.3254630068269,8.3,29
201,MBTA Blue Line,42.3744225311181,-71.03014567998002,Roys Cold Cuts & Pizzeria,42.37543054933973,-71.03485318245903,Sandwich Place,4f511841e4b00ad2ab0ed3f1,403.5667907806355,8.8,13
202,MBTA Blue Line,42.3744225311181,-71.03014567998002,Rino's,42.378267983498624,-71.03194032162249,Italian Restaurant,4bc11de3abf49521d598c093,452.0052543326474,8.9,89
203,MBTA Blue Line,42.3744225311181,-71.03014567998002,Santarpio's Pizza,42.372815954043055,-71.03534470084819,Pizza Place,4a5690eef964a52064b51fe3,463.91266892887126,8.8,217
204,MBTA Blue Line,42.3744225311181,-71.03014567998002,Bremen Street Park,42.374673607338025,-71.03132386222245,Park,4c40f5baff711b8dfd401105,100.967120159667,7.7,18
205,MBTA Blue Line,42.3744225311181,-71.03014567998002,Taquería Jalisco,42.378841586091724,-71.02826574357424,Mexican Restaurant,4b5c8629f964a520563429e3,514.7112511535606,8.6,31
206,MBTA Blue Line,42.3744225311181,-71.03014567998002,Kelley's Square Pub,42.37610165498625,-71.03572215393153,Pub,4bcbb2310687ef3b2e4ddecc,495.7185572875047,8.4,40
207,MBTA Blue Line,42.3744225311181,-71.03014567998002,Memorial Park,42.372588353637184,-71.03145154679625,Park,4be48a9f910020a1a9dcd114,230.38899818992348,7.6,11
208,MBTA Blue Line,42.3744225311181,-71.03014567998002,Oliveira's Steakhouse,42.37701426279545,-71.03032825115103,Brazilian Restaurant,4bc3a6ea920eb7137aca1d2c,288.28349761971214,7.6,24
209,MBTA Blue Line,42.3744225311181,-71.03014567998002,Mario's Restaurant,42.378173,-71.028871,Italian Restaurant,4cca0fa47965b60c525f838a,429.6286063401193,7.9,8
210,MBTA Blue Line,42.3744225311181,-71.03014567998002,Rincón Limeño Restaurant,42.37992871017883,-71.02705522666606,Peruvian Restaurant,4bcb6d4fcc8cd13ab463bfcf,662.4770606402018,8.4,42
211,MBTA Blue Line,42.3744225311181,-71.03014567998002,La Hacienda,42.373964620170604,-71.03902717880581,Latin American Restaurant,4c426bc1da3dc9285190cab9,733.2784638335464,8.7,61
212,MBTA Blue Line,42.3744225311181,-71.03014567998002,Meridian Food Market,42.37318190811691,-71.0389363012334,Deli / Bodega,4b61c57df964a520b3212ae3,737.0299805437236,8.7,20
213,MBTA Blue Line,42.3744225311181,-71.03014567998002,Restaurante El Peñol,42.37567588545785,-71.03697003424293,Latin American Restaurant,4bfee45adaf9c9b68a6bf9ef,579.0566695735312,8.0,36
214,MBTA Blue Line,42.3744225311181,-71.03014567998002,Angela's Café,42.37863390006418,-71.03493698022284,Mexican Restaurant,4ae63145f964a5207aa521e3,612.0117855243717,8.1,75
215,MBTA Blue Line,42.3744225311181,-71.03014567998002,Frio Rico,42.37973218442251,-71.02651244666129,Ice Cream Shop,4c7edb6bd860b60c143f5f9d,661.3649205878157,8.2,8
216,MBTA Blue Line,42.3744225311181,-71.03014567998002,Maverick Marketplace Cafe,42.3698369274328,-71.03800975004681,Café,548b2cb8498e0544eb2c529a,824.0259369323762,8.5,34
217,MBTA Blue Line,42.3744225311181,-71.03014567998002,Great Chef,42.37933628469054,-71.02769497279056,Chinese Restaurant,4c185cd7838020a16627e461,581.9467512163651,7.7,5
218,MBTA Blue Line,42.3744225311181,-71.03014567998002,Spinelli's Pasta & Pastry Shoppe,42.378786765134045,-71.02890221252126,Dessert Shop,4f32f41ce4b0f464ed68c395,495.48124386243165,7.5,11
219,MBTA Blue Line,42.3744225311181,-71.03014567998002,DaCoopa's Pizza,42.37983408721142,-71.0273600808279,Pizza Place,4b93e18bf964a520255734e3,643.4113224309765,7.8,9
220,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Equinox Sports Club Boston,42.353189,-71.063053,Gym,5480aa56498e68458c021c2b,100.75131030946662,9.0,57
221,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Cutler Majestic Theatre,42.351544532626626,-71.06484959658039,Theater,4ace7819f964a520bfd020e3,193.5288354618697,9.0,63
223,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Hostelling International Boston,42.351084300676646,-71.0633978327234,Hostel,509838b5e4b07ba8c809ffa3,146.72327646864406,8.9,164
225,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Shabu Zen,42.35092227777952,-71.06094191203856,Asian Restaurant,4ac7f9fcf964a520fbba20e3,214.0137129421049,8.7,193
226,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Citi Performing Arts Center Emerson Colonial Theatre,42.35243230556063,-71.06532938944402,Performing Arts Venue,50ca0a23ebcafc29d25f2f13,213.68750134979857,8.7,70
227,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Shojo,42.351027761488275,-71.06073636652543,Asian Restaurant,500f2993e4b0fe0c6fda6c61,218.24041721860695,8.7,232
229,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Boch Center,42.35034615104626,-71.06502452136797,Theater,4a117b98f964a5201a771fe3,288.24790542724384,8.9,211
231,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Jaho Coffee Roaster & Wine Bar,42.35171982555742,-71.06281959073598,Coffee Shop,55e0c3d7498ec10bc1501534,66.09966111279142,8.4,336
232,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Gourmet Dumpling House,42.35138015517182,-71.06072278743181,Chinese Restaurant,4a771079f964a52078e31fe3,195.86626098951356,8.4,422
233,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Boston Commons - The Gazebo,42.35410726671703,-71.06482229621693,Scenic Lookout,4e725bf152b1aabf9618a0c2,263.01043072967934,8.6,27
235,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Crave - Mad for Chicken,42.350378162945304,-71.06078589061798,Korean Restaurant,53c1bcdb498e0567f9c29514,268.49949004600205,8.6,83
236,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Teatro,42.35302638621372,-71.06437090928104,Italian Restaurant,4a4b7a0df964a52067ac1fe3,155.9889258480321,8.3,90
238,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Q Restaurant,42.35170662953259,-71.06271524779602,Hotpot Restaurant,4c91546ab641236ab6a68079,67.28016165902258,8.2,181
239,MBTA Chinatown Station,42.35231202048523,-71.06274092081458,Double Chin,42.350739248178535,-71.06152332667577,Asian Restaurant,54340d65498efe796118e0a2,201.45915950736932,8.2,43
240,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,J.P. Licks Beacon Hill,42.36018816908549,-71.07080513710682,Ice Cream Shop,4f9b59bae4b04dd734c0b31c,38.730943874611036,9.1,193
241,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Tatte Bakery & Cafe,42.35790379803664,-71.07043940890395,Bakery,54f799d3498eae1662b1b24e,222.4961087439319,9.3,435
242,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Savenor's Market,42.36059584008544,-71.07090173226833,Gourmet Shop,4a9189fdf964a5209b1a20e3,81.38766571570564,8.6,41
243,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,The Liberty Hotel,42.3620711,-71.0700948,Hotel,4a22c63ef964a520877d1fe3,255.6934727031712,8.9,598
244,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Scampo at The Liberty Hotel,42.36193695295573,-71.0705125498474,Italian Restaurant,4aa433ebf964a520cf4520e3,233.33070659468223,8.7,148
245,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Louisburg Square,42.35863584053231,-71.06890331057429,Plaza,4ad21c9bf964a52071df20e3,219.1871181055842,8.4,26
246,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,The Yard,42.36216426634508,-71.07049676297663,Hotel Bar,4bef201e2ff520a13929e8a2,258.4615468740071,8.5,8
247,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,The Paramount,42.35725611789737,-71.0700174585143,Breakfast Spot,3fd66200f964a52044ec1ee3,300.6076957613296,8.6,588
248,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Figs,42.357255237502976,-71.07000654169158,Pizza Place,3fd66200f964a5201fec1ee3,300.94138602704516,8.6,150
249,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Hulun Beir,42.360934,-71.068929,Hotpot Restaurant,573a58e0498ecd2e3589dfc3,206.73741021743467,8.2,13
250,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Toscano Restaurant,42.35736019165299,-71.07002604618096,Italian Restaurant,3fd66200f964a5204dec1ee3,289.2824212200276,8.5,95
251,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,The Flat of the Hill,42.35753659712844,-71.0701589649104,Gift Shop,4b76e540f964a52021682ee3,267.49361434996825,8.3,9
252,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Beacon Hill Chocolates,42.358661632866585,-71.07069492483281,Dessert Shop,4b05ceb9f964a520a8e322e3,135.849144829633,8.1,20
253,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,The Red Wagon,42.35803202509215,-71.07042858213279,Kids Store,4c39f563ae2da593b85103c6,208.75852502121353,8.0,5
254,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Charles River,42.36147909614144,-71.07603796069375,River,4bf1b5d478cec92821b9ba86,453.2919877430555,9.2,450
255,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Fastachi,42.358378321789246,-71.07063300490917,Gourmet Shop,531b80f4498e15f98ee71084,167.72708738937584,7.9,15
256,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,The Sevens Ale House,42.358258290898206,-71.07056819631698,Pub,40b28c80f964a520ecf71ee3,181.80497782522954,7.9,117
257,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,DCR Hatch Memorial Shell,42.35677981840637,-71.07399152240104,Music Venue,4bd4b86a6798ef3b8743628d,422.95662247986405,8.7,99
258,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Ma Maison,42.36109495457536,-71.06791537668431,French Restaurant,556ce8c5498e1b61f23c49eb,287.3123067364331,8.1,20
259,MBTA Charles/MGH Station,42.359865687298964,-71.07098391450033,Make Way For Ducklings,42.355569389633914,-71.06976413506933,Outdoor Sculpture,4bf28f8077b4c92860616a1c,487.69932426141196,8.9,128
260,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Fox & The Knife,42.3426044168791,-71.05672409922055,Italian Restaurant,5c54ee753149b9002c5ea80a,11.447738586025114,9.0,24
261,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Worden Hall,42.34271138022618,-71.05694418147503,New American Restaurant,55d9f086498e7259504194ea,12.212263509254257,8.9,96
262,MBTA Broadway Station,42.34262019914009,-71.05686138130187,South Boston Yoga,42.34254066263915,-71.05665900488297,Yoga Studio,4b4f65aef964a520c20427e3,18.87250652113608,8.9,35
263,MBTA Broadway Station,42.34262019914009,-71.05686138130187,The Handle Bar Indoor Cycling Studio,42.34190978105263,-71.05711997175106,Cycle Studio,51bc72e9498e424bdb267f21,81.73967983359921,8.3,29
264,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Rondo's Sub Shop,42.340969358992325,-71.05401911256425,Sandwich Place,4b895efaf964a520c02f32e3,297.46488580228066,8.7,28
265,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Social Wines,42.34194425797537,-71.05555363447135,Wine Shop,4f9c35a7e4b0a3d1dc2ac635,131.34260317350532,8.2,26
266,MBTA Broadway Station,42.34262019914009,-71.05686138130187,KO Catering & Pies,42.34262382951989,-71.05458247607787,Australian Restaurant,4cc84e9ade08199cbb1ded5e,187.7932420005318,8.1,45
267,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Doughboy Donuts and Deli,42.34010223141626,-71.05687514479857,Donut Shop,4af1a994f964a520f5e121e3,279.6979441651479,8.4,45
268,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Mul's Diner,42.34184556796302,-71.05569588818541,Diner,4b625594f964a520e4422ae3,128.9501516247391,8.0,53
269,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Simply Barre Southie,42.34136567153473,-71.05471096728871,Gym / Fitness Center,540a022d498e8f0de52d6f30,225.43575211414822,8.0,8
270,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Area Four Boston,42.343240115114,-71.06286988639845,Pizza Place,580abd1fd67cd5bd37b37eaa,499.89291539438284,8.7,61
271,MBTA Broadway Station,42.34262019914009,-71.05686138130187,The Club by George Foreman III,42.34553673503063,-71.05142103881444,Gym,5262a8b811d29e75fc560a80,553.1082888428839,9.0,53
272,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Whole Foods Market,42.345303933303185,-71.06306112744167,Grocery Store,54ac0eb0498ea4e6cfe6de15,591.4943625383862,9.4,318
273,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Cuppacoffee,42.34390454533878,-71.06211982941835,Coffee Shop,56016163498e5874ce3f093a,456.1985201225051,8.3,27
274,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Coppersmith,42.342305532222376,-71.05365835574861,American Restaurant,55f0c52a498e30718a3b6829,266.24975057872626,7.7,151
275,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Everybody Fights,42.34555576104465,-71.0514834543894,Boxing Gym,5741ab00498e70237732a675,550.1977624303024,8.5,14
276,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Amrheins Restaurant,42.341816242084484,-71.05531110025875,Bar,4a7783edf964a520b7e41fe3,155.87030747542835,7.5,80
277,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Turnstyle Cycle,42.345805755511854,-71.06322766691083,Cycle Studio,5734e95f498e4f50855bb130,632.7839411599422,8.5,15
278,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Foodie's Urban Market,42.33978563466408,-71.05191777875895,Market,50df3116e4b019f63a5cc1a3,514.8806676015591,8.0,57
279,MBTA Broadway Station,42.34262019914009,-71.05686138130187,Bar Mezzana,42.344562400354306,-71.06355992167377,Italian Restaurant,57477981498e542d112687f9,592.6462038531183,8.2,70
286,MBTA Boylston Street Station,42.35314604879016,-71.06446959494889,Shakespeare on the Common,42.35456308838963,-71.06547198896513,Theater,4c5a025b67ac0f471bc4054c,177.75547609356443,8.6,52
292,MBTA Boylston Street Station,42.35314604879016,-71.06446959494889,Ostra,42.35105960328998,-71.06697648104051,Seafood Restaurant,5293ef69498e009610e3fdf1,310.44515877772824,8.8,129
295,MBTA Boylston Street Station,42.35314604879016,-71.06446959494889,Four Seasons Hotel Boston,42.35246777391014,-71.06875196515551,Hotel,4aaa3040f964a5209d5520e3,360.7856668900472,9.1,182
298,MBTA Boylston Street Station,42.35314604879016,-71.06446959494889,Bliss Spa at W Boston,42.35099467568978,-71.06543185353273,Spa,4c69afe5897b1b8d01e2af17,251.78309599295952,8.4,30
300,MBTA Arlington Station,42.351812291121,-71.07117522056217,YogaWorks Back Bay,42.351521,-71.071567,Yoga Studio,4a7cbc2cf964a52066ed1fe3,45.70497083621564,9.1,84
301,MBTA Arlington Station,42.351812291121,-71.07117522056217,Tatte Bakery & Cafe,42.351667158238676,-71.07171543328123,Bakery,5a609e9c26659b64aa76af3c,47.3393375672895,9.1,122
302,MBTA Arlington Station,42.351812291121,-71.07117522056217,Btone Fitness,42.352071238164804,-71.07275418035292,Gym,4ec019a7cc212562ad5582fb,133.23660148309443,9.0,28
304,MBTA Arlington Station,42.351812291121,-71.07117522056217,Bacco Wine and Cheese,42.35075778207853,-71.07107129175309,Wine Shop,4d0d00cf95c1a1cd0bb1fffe,117.4475606888133,8.8,29
305,MBTA Arlington Station,42.351812291121,-71.07117522056217,Parish Cafe & Bar,42.351745897242424,-71.07152531223873,Sandwich Place,3fd66200f964a52045ec1ee3,29.772952680541415,8.8,481
306,MBTA Arlington Station,42.351812291121,-71.07117522056217,davio's,42.35038765175215,-71.07020432938252,Italian Restaurant,5568f89f498e12c9d5dc83ea,177.31902205617823,8.8,64
307,MBTA Arlington Station,42.351812291121,-71.07117522056217,Bacco's Fine Foods,42.350749886373215,-71.07122043347373,Gourmet Shop,51ae7268498ece55c2dbb9e6,118.07081789816989,8.8,19
308,MBTA Arlington Station,42.351812291121,-71.07117522056217,James Joseph Salon,42.35210658349611,-71.07272711306102,Spa,49ef2c4bf964a52086681fe3,131.9771723362712,8.7,14
309,MBTA Arlington Station,42.351812291121,-71.07117522056217,Boston Public Garden,42.35409620792141,-71.06986539610173,Garden,44cf0ff8f964a5201c361fe3,275.6971373495642,9.6,1561
310,MBTA Arlington Station,42.351812291121,-71.07117522056217,Exhale,42.35141727009805,-71.07034918009622,Spa,4ae0cff5f964a520c38221e3,80.9785914409814,8.6,68
311,MBTA Arlington Station,42.351812291121,-71.07117522056217,Bistro du Midi,42.352249183251395,-71.06963394471732,French Restaurant,4b3cc11af964a520da8625e3,135.94680407288098,8.6,155
312,MBTA Arlington Station,42.351812291121,-71.07117522056217,Bella Sante The SPA on Newbury,42.35208686442425,-71.07313161516842,Spa,4ad4ea0cf964a520a8fc20e3,164.05262494497492,8.6,26
313,MBTA Arlington Station,42.351812291121,-71.07117522056217,Maggiano's Little Italy,42.350965795462166,-71.06869450038936,Italian Restaurant,40b28c80f964a5200ff81ee3,224.9860224855963,8.7,242
314,MBTA Arlington Station,42.351812291121,-71.07117522056217,Thinking Cup,42.35165311712419,-71.07488447907639,Coffee Shop,534ed00c498e95d50e57cd05,306.127733072269,9.2,655
315,MBTA Arlington Station,42.351812291121,-71.07117522056217,Grill 23 & Bar,42.349506535166185,-71.07215868142517,Steakhouse,3fd66200f964a520eaeb1ee3,268.63621815672093,8.8,239
316,MBTA Arlington Station,42.351812291121,-71.07117522056217,Georgetown Cupcake,42.35160437843826,-71.07474153171738,Cupcake Shop,4fd87930e4b0581af54b50ee,294.7451675046013,9.0,337
317,MBTA Arlington Station,42.351812291121,-71.07117522056217,Paper Source - Boston,42.35182217366015,-71.07108643353561,Arts & Crafts Store,4ae348fcf964a520e09221e3,7.397320193682601,8.4,41
318,MBTA Arlington Station,42.351812291121,-71.07117522056217,Beaucage Salon & Spa,42.35189861528354,-71.07427777963659,Spa,4b507f3bf964a5202e2527e3,255.80823820704458,8.6,15
319,MBTA Arlington Station,42.351812291121,-71.07117522056217,Boston Body Pilates,42.352420053722156,-71.0719503516297,Pilates Studio,4b44c32cf964a52074fb25e3,92.9321095767068,8.3,9
323,MBTA Tufts Medical Center Station,42.34957392800771,-71.06371557582926,Charles Playhouse,42.35001692354306,-71.06603666659856,Performing Arts Venue,4b6cf6d6f964a5207e602ce3,197.4765231371169,8.6,141
329,MBTA Tufts Medical Center Station,42.34957392800771,-71.06371557582926,Wilbur Theatre,42.35076137644232,-71.06496323778848,Comedy Club,49d78bc7f964a520325d1fe3,167.23088139362417,8.2,308
331,MBTA Tufts Medical Center Station,42.34957392800771,-71.06371557582926,Mike & Patty's,42.34860352356049,-71.06791269178193,Sandwich Place,4a3cf8bcf964a520b6a11fe3,362.2370726979464,9.0,325
336,MBTA Tufts Medical Center Station,42.34957392800771,-71.06371557582926,Tora,42.3507823445378,-71.06091571508779,Japanese Restaurant,5a13605ee96d0c3ed5b426d8,266.9042657549391,8.2,25
337,MBTA Tufts Medical Center Station,42.34957392800771,-71.06371557582926,W Boston,42.350816,-71.065575,Hotel,4aea58eef964a52026bb21e3,206.1746961293384,8.0,264
339,MBTA Tufts Medical Center Station,42.34957392800771,-71.06371557582926,W Lounge,42.35098980881125,-71.06529272224958,Hotel Bar,4b50fd60f964a520343c27e3,204.01583504841375,8.0,67
340,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Café Polonia,42.32882023450281,-71.05695378305492,Polish Restaurant,4b12fc29f964a520219223e3,134.98001162743137,7.5,32
341,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Telegraph Hill Kitchen & Bar,42.33190284803505,-71.05276031113506,Bar,4cadf3d109339c74bc10ddcb,416.5247667283882,8.0,37
342,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Crossfit Southie,42.334824130800456,-71.0574163147078,Gym / Fitness Center,4dc6b73f887717c88042b89a,533.2745131680732,8.1,16
343,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Red Dog Pet Resort & Spa,42.33124340029047,-71.06395657609552,Pet Service,4d2c8ee1888af04d2476e9af,578.0811478813013,8.3,27
344,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Alfredo's Italian Kitchen,42.332818823561055,-71.05118068698792,Italian Restaurant,4b6eef62f964a520e5d12ce3,580.6024505184012,7.8,8
345,MBTA Andrew Station,42.33002778666032,-71.0571367959247,224 Boston Street Restaurant,42.32236159953342,-71.06098757425853,American Restaurant,4c48ab5876d72d7f3d47414d,908.788071268976,9.0,38
346,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Peter Welch's Gym,42.3351742213561,-71.05795172785595,Gym,4c4f4658bec4d13a0f9bf961,575.5967508932531,7.7,13
347,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Liquor Land,42.327044529284166,-71.06727069884943,Liquor Store,4ad626a1f964a520620521e3,898.6025029506328,8.6,17
348,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Joe Moakley Park,42.324602922069104,-71.0506010055542,Park,4bae8ec2f964a52075c03be3,808.2864969387944,8.2,31
349,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Rock Spot Climbing,42.337414830157066,-71.05640704829483,Climbing Gym,54de971a498e1298a066989e,822.7522573629481,8.2,35
350,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Dorchester Brewing Company,42.32201702812359,-71.0626383305516,Brewery,56520396498e05915ac06a89,998.7182303703843,8.8,55
351,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Carson Beach,42.32707774458643,-71.04806900024414,Beach,4aa5291cf964a520794720e3,816.0774966575106,8.0,84
352,MBTA Andrew Station,42.33002778666032,-71.0571367959247,T-Mobile,42.328235,-71.060028,Mobile Phone Shop,4d923c369213b1f7bba5ae46,310.5552289959699,7.0,2
353,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Nike Factory Store,42.325797579137195,-71.06216234735496,Sporting Goods Shop,5a639b3b2105c370d9516998,626.4024218356142,7.5,1
354,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Chipotle Mexican Grill,42.32573388562526,-71.06219620704309,Mexican Restaurant,5ad68aa94186862d81f845c6,633.5606476935384,7.5,0
355,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Sugar Bowl,42.32148307361675,-71.05675047384455,Coffee Shop,49d2a010f964a520c35b1fe3,949.6774326710673,8.3,23
356,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Panera Bread,42.32623,-71.062126,Bakery,4d4da13c819554811d01da93,589.1285506699639,7.4,59
357,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Ulta Beauty,42.3255828,-71.0629852,Cosmetics Shop,5a2ac5b0e7a237476467c909,690.0425979522806,7.5,1
358,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Stitch House,42.32187542721164,-71.05672185940887,Hobby Shop,4b158bd5f964a52080ae23e3,906.2066120672863,7.8,7
359,MBTA Andrew Station,42.33002778666032,-71.0571367959247,Starbucks,42.32571950380909,-71.06310012010904,Coffee Shop,5a58e05ffe374079def4a270,686.0142807605838,7.3,4
360,MBTA Community College Station,42.37373212698093,-71.06969833374023,Monument Restaurant & Tavern,42.37686494887256,-71.06605278062904,Gastropub,586d78f9de0cbc0b7f87e131,459.62419804186754,8.8,41
361,MBTA Community College Station,42.37373212698093,-71.06969833374023,Whole Foods Market,42.375511467008394,-71.06597642037609,Grocery Store,51f90946498e7e4b05685dff,364.74276649979595,8.2,113
362,MBTA Community College Station,42.37373212698093,-71.06969833374023,Warren Tavern,42.374108,-71.063143,Pub,44394daff964a5201c321fe3,541.5351343909375,8.4,191
363,MBTA Community College Station,42.37373212698093,-71.06969833374023,Museum of Science,42.36777681665677,-71.07106769184126,Science Museum,4420e88bf964a52088311fe3,671.0655664191687,9.0,1403
364,MBTA Community College Station,42.37373212698093,-71.06969833374023,North Point Park,42.36911761365681,-71.06917480267327,Park,4bd9bd3fd2cbc92844a3d1ad,514.3930981723287,8.1,28
365,MBTA Community College Station,42.37373212698093,-71.06969833374023,CorePower Yoga,42.37587569999999,-71.0654236,Yoga Studio,5d60f43992ab450008e007f1,425.03609761770963,7.9,1
366,MBTA Community College Station,42.37373212698093,-71.06969833374023,Boston Duck Tour (Museum Of Science),42.36740948602126,-71.06998153146223,Boat or Ferry,4c4eedea9932e21ebd278cce,702.7092909357573,8.7,63
367,MBTA Community College Station,42.37373212698093,-71.06969833374023,Figs,42.37358769797685,-71.06246322657255,Pizza Place,4b11c019f964a520d08323e3,596.1304007486395,8.2,46
368,MBTA Community College Station,42.37373212698093,-71.06969833374023,The Science Behind Pixar,42.367505544946695,-71.07018457754367,Science Museum,55982f1b498e02153e9edda5,692.8103903662429,8.6,27
369,MBTA Community College Station,42.37373212698093,-71.06969833374023,Charlestown Liquors,42.37509538273349,-71.06391459658424,Liquor Store,4b5379f4f964a520e99e27e3,499.85759645905927,7.9,15
370,MBTA Community College Station,42.37373212698093,-71.06969833374023,Theater of Electricity,42.367726842408864,-71.07190234973969,Science Museum,4bce0108c564ef3b7779edf0,691.3315501326161,8.5,40
371,MBTA Community College Station,42.37373212698093,-71.06969833374023,Bunker Hill Monument,42.376071814025984,-71.06083535965517,Monument / Landmark,4a7a5311f964a52029e91fe3,774.863179996997,8.8,420
372,MBTA Community College Station,42.37373212698093,-71.06969833374023,Kimpton Marlowe Hotel,42.367964,-71.075195,Hotel,4a5f568af964a52067bf1fe3,784.5458163601284,8.8,123
373,MBTA Community College Station,42.37373212698093,-71.06969833374023,The Battle Of Bunker Hill Museum,42.37577204134754,-71.06115861720426,History Museum,4bffefa9daf9c9b6e2f2faef,738.9548103420965,8.4,47
374,MBTA Community College Station,42.37373212698093,-71.06969833374023,Starbucks,42.37520725862152,-71.06400968280327,Coffee Shop,5a7454df6336be6665f8ac62,496.3620485882901,7.7,8
